,x,y,uniqueframe
80,377.44444444444446,221.99686900503784,0
81,380.0,223.2521033097541,0
82,382.55555555555554,224.5410523299235,0
83,385.1111111111111,225.863332894518,0
84,387.66666666666663,227.2185618325096,0
85,390.2222222222222,228.60635597287035,0
86,392.77777777777777,230.02633214457225,0
87,395.3333333333333,231.47810717658723,0
88,397.88888888888886,232.96129789788733,0
89,400.44444444444446,234.47552113744462,0
90,403.0,236.02039372423098,0
91,405.55555555555554,237.5955324872185,0
92,408.1111111111111,239.20055425537916,0
93,410.66666666666663,240.83507585768498,0
94,413.2222222222222,242.4987141231079,0
95,415.77777777777777,244.19108588062005,0
96,418.3333333333333,245.91180795919334,0
97,420.88888888888886,247.66049718779976,0
98,423.44444444444446,249.4367703954114,0
99,426.0,251.24024441100016,0
0,174.0,263.7792455955028,1
1,176.54545454545456,259.4158655564064,1
2,179.0909090909091,255.3390589930503,1
3,181.63636363636363,251.53628254348655,1
4,184.1818181818182,247.9949928457676,1
5,186.72727272727272,244.70264653794555,1
6,189.27272727272728,241.64670025807268,1
7,191.8181818181818,238.81461064420125,1
8,194.36363636363637,236.1938343343834,1
9,196.9090909090909,233.77182796667157,1
10,199.45454545454544,231.5360481791178,1
11,202.0,229.47395160977445,1
12,204.54545454545456,227.5729948966937,1
13,207.0909090909091,225.8206346779278,1
14,209.63636363636363,224.20476278101114,1
15,212.1818181818182,222.7150117914063,1
16,214.72727272727272,221.34144948405802,1
17,217.27272727272728,220.0741436339111,1
18,219.8181818181818,218.90316201591023,1
19,222.36363636363637,217.81857240500017,1
20,224.9090909090909,216.81044257612575,1
21,227.45454545454544,215.86884030423158,1
22,230.0,214.9838333642624,1
23,232.54545454545456,214.1454895311631,1
24,235.0909090909091,213.34387657987827,1
25,237.63636363636363,212.5690622853528,1
26,240.1818181818182,211.81297292213435,1
27,242.72727272727272,211.074968763183,1
28,245.27272727272725,210.35626858106173,1
29,247.8181818181818,209.65809114833368,1
30,250.36363636363637,208.98165523756182,1
31,252.9090909090909,208.3281796213092,1
32,255.45454545454544,207.69888307213893,1
33,258.0,207.09498436261399,1
34,260.54545454545456,206.5177022652975,1
35,263.0909090909091,205.9682555527524,1
36,265.6363636363636,205.44786299754185,1
37,268.1818181818182,204.95774337222883,1
38,270.72727272727275,204.4991154493764,1
39,273.27272727272725,204.07319800154767,1
40,275.8181818181818,203.68120980130556,1
41,278.3636363636364,203.3243696212132,1
42,280.9090909090909,203.00389623383364,1
43,283.45454545454544,202.72100841172994,1
44,286.0,202.47692492746512,1
45,288.54545454545456,202.27286455360223,1
46,291.0909090909091,202.11004606270433,1
47,293.6363636363636,201.98968822733443,1
48,296.1818181818182,201.91300982005558,1
49,298.72727272727275,201.8812296134309,1
50,301.27272727272725,201.89556638002338,1
51,303.8181818181818,201.95695640976555,1
52,306.3636363636364,202.0652060620676,1
53,308.9090909090909,202.2198392137095,1
54,311.45454545454544,202.42037974147084,1
55,314.0,202.66635152213144,1
56,316.5454545454545,202.957278432471,1
57,319.0909090909091,203.2926843492694,1
58,321.6363636363636,203.67209314930625,1
59,324.1818181818182,204.09502870936143,1
60,326.72727272727275,204.56101490621458,1
61,329.27272727272725,205.06957561664558,1
62,331.8181818181818,205.6202347174341,1
63,334.3636363636364,206.21251608535994,1
64,336.9090909090909,206.84594359720285,1
65,339.45454545454544,207.52004112974254,1
66,342.0,208.23433255975885,1
67,344.5454545454545,208.98834176403147,1
68,347.0909090909091,209.78159261934024,1
69,349.6363636363636,210.61360900246478,1
70,352.1818181818182,211.483914790185,1
71,354.72727272727275,212.39203385928053,1
72,357.27272727272725,213.33749008653115,1
73,359.8181818181818,214.31980734871672,1
74,362.3636363636364,215.33850952261696,1
75,364.9090909090909,216.39312048501148,1
76,367.45454545454544,217.4831641126802,1
77,370.0,218.60816428240287,1
78,372.5454545454545,219.7676448709592,1
79,375.0909090909091,220.96112975512892,1
80,377.6363636363636,222.18814281169182,1
81,380.1818181818182,223.44820791742768,1
82,382.72727272727275,224.74084894911624,1
83,385.27272727272725,226.06558978353723,1
84,387.8181818181818,227.42195429747045,1
85,390.3636363636364,228.80946636769562,1
86,392.9090909090909,230.22764987099248,1
87,395.45454545454544,231.67602868414087,1
88,398.0,233.15412668392054,1
89,400.5454545454545,234.66146774711112,1
90,403.0909090909091,236.19757575049255,1
91,405.6363636363636,237.76197457084442,1
92,408.1818181818182,239.3541880849466,1
93,410.72727272727275,240.97374016957878,1
94,413.27272727272725,242.6201547015207,1
95,415.8181818181818,244.29295555755223,1
96,418.3636363636364,245.99166661445304,1
97,420.9090909090909,247.71581174900288,1
98,423.45454545454544,249.46491483798158,1
99,426.0,251.2384997581688,1
0,174.0,264.1740457407555,2
1,176.57575757575756,259.7842376063481,2
2,179.15151515151516,255.68098418184195,2
3,181.72727272727272,251.85181183551566,2
4,184.3030303030303,248.28424693564776,2
5,186.87878787878788,244.96581585051686,2
6,189.45454545454544,241.88404494840157,2
7,192.03030303030303,239.02646059758038,2
8,194.60606060606062,236.38058916633187,2
9,197.1818181818182,233.93395702293466,2
10,199.75757575757575,231.6740905356673,2
11,202.33333333333331,229.58851607280835,2
12,204.9090909090909,227.6647600026364,2
13,207.4848484848485,225.89034869343,2
14,210.06060606060606,224.25323168620983,2
15,212.63636363636363,222.74305121296504,2
16,215.21212121212122,221.34987267842672,2
17,217.78787878787878,220.06376148732616,2
18,220.36363636363637,218.87478304439452,2
19,222.93939393939394,217.773002754363,2
20,225.5151515151515,216.74848602196278,2
21,228.0909090909091,215.7912982519251,2
22,230.66666666666666,214.89150484898113,2
23,233.24242424242425,214.03917121786208,2
24,235.8181818181818,213.22436276329913,2
25,238.39393939393938,212.43714489002352,2
26,240.96969696969697,211.66945328830994,2
27,243.54545454545456,210.92070479060715,2
28,246.12121212121212,210.19218651490746,2
29,248.6969696969697,209.48518557920318,2
30,251.27272727272725,208.80098910148655,2
31,253.84848484848484,208.1408841997499,2
32,256.42424242424244,207.50615799198556,2
33,259.0,206.89809759618575,2
34,261.57575757575756,206.31799013034282,2
35,264.1515151515151,205.76712271244907,2
36,266.72727272727275,205.24678246049672,2
37,269.3030303030303,204.75825649247813,2
38,271.8787878787879,204.30283192638558,2
39,274.45454545454544,203.88179588021134,2
40,277.030303030303,203.4964354719478,2
41,279.6060606060606,203.14803781958707,2
42,282.1818181818182,202.83789004112157,2
43,284.75757575757575,202.56727925454362,2
44,287.3333333333333,202.33749257784547,2
45,289.9090909090909,202.14981712901937,2
46,292.4848484848485,202.00554002605773,2
47,295.06060606060606,201.90594838695267,2
48,297.6363636363636,201.85232932969666,2
49,300.2121212121212,201.8459699722819,2
50,302.78787878787875,201.88815743270067,2
51,305.3636363636364,201.97986393430529,2
52,307.93939393939394,202.12080212188772,2
53,310.5151515151515,202.31036974560016,2
54,313.0909090909091,202.54796455559443,2
55,315.66666666666663,202.83298430202268,2
56,318.24242424242425,203.1648267350369,2
57,320.8181818181818,203.54288960478914,2
58,323.3939393939394,203.96657066143138,2
59,325.969696969697,204.43526765511564,2
60,328.5454545454545,204.94837833599397,2
61,331.1212121212121,205.5053004542184,2
62,333.6969696969697,206.1054317599409,2
63,336.27272727272725,206.7481700033136,2
64,338.8484848484849,207.4329129344884,2
65,341.4242424242424,208.15905830361737,2
66,344.0,208.92600386085255,2
67,346.57575757575756,209.73314735634597,2
68,349.1515151515151,210.57988654024962,2
69,351.72727272727275,211.46561916271557,2
70,354.3030303030303,212.3897429738958,2
71,356.8787878787879,213.35165572394232,2
72,359.45454545454544,214.3507551630072,2
73,362.030303030303,215.38643904124245,2
74,364.6060606060606,216.4581051088001,2
75,367.1818181818182,217.56515111583218,2
76,369.75757575757575,218.7069748124906,2
77,372.3333333333333,219.88297394892754,2
78,374.9090909090909,221.09254627529495,2
79,377.4848484848485,222.33508954174485,2
80,380.06060606060606,223.61000149842928,2
81,382.6363636363636,224.91667989550027,2
82,385.21212121212125,226.25452248310984,2
83,387.78787878787875,227.62292701140996,2
84,390.3636363636364,229.0212912305527,2
85,392.93939393939394,230.4490128906901,2
86,395.5151515151515,231.90548974197418,2
87,398.0909090909091,233.39011953455696,2
88,400.66666666666663,234.90230001859038,2
89,403.24242424242425,236.44142894422657,2
90,405.8181818181818,238.0069040616175,2
91,408.3939393939394,239.5981231209152,2
92,410.969696969697,241.21448387227179,2
93,413.5454545454545,242.85538406583908,2
94,416.1212121212121,244.52022145176932,2
95,418.6969696969697,246.20839378021438,2
96,421.27272727272725,247.9192988013263,2
97,423.8484848484849,249.65233426525722,2
98,426.4242424242424,251.40689792215903,2
99,429.0,253.1823875221838,2
0,174.0,264.45655942391306,3
1,176.59595959595958,260.1231687228028,3
2,179.1919191919192,256.0663704811268,3
3,181.78787878787878,252.2743377490823,3
4,184.3838383838384,248.7352435768661,3
5,186.97979797979798,245.4372610146754,3
6,189.57575757575756,242.36856311270728,3
7,192.17171717171718,239.51732292115875,3
8,194.76767676767676,236.8717134902269,3
9,197.36363636363637,234.41990787010891,3
10,199.95959595959596,232.15007911100167,3
11,202.55555555555554,230.05040026310232,3
12,205.15151515151516,228.10904437660798,3
13,207.74747474747474,226.31418450171563,3
14,210.34343434343435,224.65436392698183,3
15,212.93939393939394,223.11960689440065,3
16,215.53535353535352,221.70030788432572,3
17,218.13131313131314,220.38686137711056,3
18,220.72727272727272,219.16966185310878,3
19,223.32323232323233,218.03910379267384,3
20,225.91919191919192,216.98558167615943,3
21,228.5151515151515,215.99948998391898,3
22,231.11111111111111,215.07122319630614,3
23,233.7070707070707,214.1911757936744,3
24,236.3030303030303,213.34974225637745,3
25,238.8989898989899,212.5373170647687,3
26,241.49494949494948,211.74611195106775,3
27,244.0909090909091,210.97560765495797,3
28,246.6868686868687,210.22710216798865,3
29,249.2828282828283,209.50189348170915,3
30,251.87878787878788,208.80127958766877,3
31,254.47474747474746,208.1265584774169,3
32,257.07070707070704,207.47902814250284,3
33,259.6666666666667,206.8599865744759,3
34,262.26262626262627,206.2707317648854,3
35,264.85858585858585,205.71256170528068,3
36,267.45454545454544,205.18677438721107,3
37,270.0505050505051,204.69466780222592,3
38,272.64646464646466,204.23753994187456,3
39,275.24242424242425,203.8166887977063,3
40,277.83838383838383,203.43341236127046,3
41,280.4343434343434,203.0890086241164,3
42,283.030303030303,202.78477557779343,3
43,285.62626262626264,202.52201121385087,3
44,288.22222222222223,202.30201352383804,3
45,290.8181818181818,202.1260804993043,3
46,293.4141414141414,201.995510131799,3
47,296.01010101010104,201.91160041287142,3
48,298.6060606060606,201.87564933407089,3
49,301.2020202020202,201.88895488694678,3
50,303.7979797979798,201.95281506304838,3
51,306.3939393939394,202.06819017302468,3
52,308.98989898989896,202.2346898039234,3
53,311.5858585858586,202.45158586189183,3
54,314.1818181818182,202.71815025307734,3
55,316.77777777777777,203.03365488362715,3
56,319.3737373737374,203.3973716596887,3
57,321.969696969697,203.8085724874093,3
58,324.5656565656566,204.26652927293628,3
59,327.16161616161617,204.7705139224169,3
60,329.75757575757575,205.3197983419986,3
61,332.35353535353534,205.9136544378286,3
62,334.9494949494949,206.5513541160543,3
63,337.54545454545456,207.23216928282304,3
64,340.14141414141415,207.9553718442821,3
65,342.73737373737373,208.72023370657885,3
66,345.33333333333337,209.52602677586057,3
67,347.92929292929296,210.37202295827467,3
68,350.52525252525254,211.25749415996842,3
69,353.1212121212121,212.18171228708917,3
70,355.7171717171717,213.14394924578423,3
71,358.3131313131313,214.14347694220095,3
72,360.9090909090909,215.17956728248663,3
73,363.5050505050505,216.2514921727887,3
74,366.1010101010101,217.35852351925433,3
75,368.6969696969697,218.49993322803095,3
76,371.29292929292933,219.67499320526593,3
77,373.8888888888889,220.8829753571065,3
78,376.4848484848485,222.12315158970003,3
79,379.0808080808081,223.39479380919389,3
80,381.67676767676767,224.69717392173536,3
81,384.27272727272725,226.02956383347177,3
82,386.86868686868684,227.39123545055045,3
83,389.4646464646465,228.78146067911877,3
84,392.06060606060606,230.19951142532403,3
85,394.6565656565657,231.6446595953136,3
86,397.2525252525253,233.11617709523478,3
87,399.8484848484849,234.61333583123482,3
88,402.44444444444446,236.13540770946116,3
89,405.04040404040404,237.68166463606107,3
90,407.6363636363636,239.25137851718193,3
91,410.2323232323232,240.84382125897108,3
92,412.8282828282828,242.45826476757574,3
93,415.42424242424244,244.09398094914337,3
94,418.020202020202,245.75024170982124,3
95,420.61616161616166,247.42631895575673,3
96,423.21212121212125,249.12148459309702,3
97,425.80808080808083,250.83501052798957,3
98,428.4040404040404,252.5661686665817,3
99,431.0,254.31423091502072,3
0,174.0,266.4901361209764,4
1,176.57575757575756,262.05421278172923,4
2,179.15151515151516,257.9026699345937,4
3,181.72727272727272,254.02325282629747,4
4,184.3030303030303,250.40370670356833,4
5,186.87878787878788,247.03177681313403,4
6,189.45454545454544,243.89520840172233,4
7,192.03030303030303,240.98174671606102,4
8,194.60606060606062,238.2791370028778,4
9,197.1818181818182,235.77512450890052,4
10,199.75757575757575,233.4574544808569,4
11,202.33333333333331,231.31387216547472,4
12,204.9090909090909,229.33212280948175,4
13,207.4848484848485,227.4999516596057,4
14,210.06060606060606,225.80549530779834,4
15,212.63636363636363,224.23845572690686,4
16,215.21212121212122,222.78892623500246,4
17,217.78787878787878,221.44700015015633,4
18,220.36363636363637,220.20277079043973,4
19,222.93939393939394,219.04633147392371,4
20,225.5151515151515,217.96777551867962,4
21,228.0909090909091,216.95719624277848,4
22,230.66666666666666,216.00468696429164,4
23,233.24242424242425,215.10034100129013,4
24,235.8181818181818,214.23425167184524,4
25,238.39393939393938,213.39651229402813,4
26,240.96969696969697,212.5790906870543,4
27,243.54545454545456,211.7814526747165,4
28,246.12121212121212,211.00493858195176,4
29,248.6969696969697,210.25088873369725,4
30,251.27272727272725,209.52064345488992,4
31,253.84848484848484,208.81554307046693,4
32,256.42424242424244,208.13692790536527,4
33,259.0,207.4861382845221,4
34,261.57575757575756,206.86451453287438,4
35,264.1515151515151,206.27339697535922,4
36,266.72727272727275,205.71412593691372,4
37,269.3030303030303,205.18804174247492,4
38,271.8787878787879,204.6964847169799,4
39,274.45454545454544,204.24079518536573,4
40,277.030303030303,203.82231347256942,4
41,279.6060606060606,203.44237990352815,4
42,282.1818181818182,203.10233480317885,4
43,284.75757575757575,202.8035184964587,4
44,287.3333333333333,202.5472713083047,4
45,289.9090909090909,202.33493356365398,4
46,292.4848484848485,202.16784558744357,4
47,295.06060606060606,202.04734770461047,4
48,297.6363636363636,201.9747802400919,4
49,300.2121212121212,201.95148351882477,4
50,302.78787878787875,201.97879786574623,4
51,305.3636363636364,202.05773000330157,4
52,307.93939393939394,202.18795224396877,4
53,310.5151515151515,202.36880329773413,4
54,313.0909090909091,202.5996218745838,4
55,315.66666666666663,202.87974668450408,4
56,318.24242424242425,203.2085164374812,4
57,320.8181818181818,203.5852698435014,4
58,323.3939393939394,204.00934561255093,4
59,325.969696969697,204.48008245461602,4
60,328.5454545454545,204.9968190796829,4
61,331.1212121212121,205.55889419773783,4
62,333.6969696969697,206.16564651876698,4
63,336.27272727272725,206.81641475275669,4
64,338.8484848484849,207.51053760969313,4
65,341.4242424242424,208.24735379956252,4
66,344.0,209.0262020323512,4
67,346.57575757575756,209.8464210180453,4
68,349.1515151515151,210.70734946663111,4
69,351.72727272727275,211.60832608809488,4
70,354.3030303030303,212.54868959242285,4
71,356.8787878787879,213.52777868960118,4
72,359.45454545454544,214.54493208961622,4
73,362.030303030303,215.5994885024541,4
74,364.6060606060606,216.6907866381012,4
75,367.1818181818182,217.8181652065436,4
76,369.75757575757575,218.98096291776767,4
77,372.3333333333333,220.1785184817595,4
78,374.9090909090909,221.4101706085055,4
79,377.4848484848485,222.67525800799183,4
80,380.06060606060606,223.9731193902047,4
81,382.6363636363636,225.30309346513036,4
82,385.21212121212125,226.6645189427551,4
83,387.78787878787875,228.05673453306508,4
84,390.3636363636364,229.47907894604663,4
85,392.93939393939394,230.93089089168592,4
86,395.5151515151515,232.41150907996922,4
87,398.0909090909091,233.92027222088277,4
88,400.66666666666663,235.45651902441273,4
89,403.24242424242425,237.01958820054546,4
90,405.8181818181818,238.60881845926713,4
91,408.3939393939394,240.22354851056397,4
92,410.969696969697,241.8631170644223,4
93,413.5454545454545,243.52686283082824,4
94,416.1212121212121,245.21412451976815,4
95,418.6969696969697,246.92424084122817,4
96,421.27272727272725,248.65655050519456,4
97,423.8484848484849,250.4103922216536,4
98,426.4242424242424,252.18510470059147,4
99,429.0,253.98002665199448,4
0,176.0,263.0290483458706,5
1,178.55555555555554,258.9068960946852,5
2,181.11111111111111,255.04411200207068,5
3,183.66666666666669,251.42954753363236,5
4,186.22222222222223,248.05205415497562,5
5,188.77777777777777,244.90048333170574,5
6,191.33333333333331,241.96368652942812,5
7,193.88888888888889,239.23051521374816,5
8,196.44444444444446,236.6898208502712,5
9,199.0,234.3304549046025,5
10,201.55555555555554,232.14126884234756,5
11,204.11111111111111,230.11111412911166,5
12,206.66666666666666,228.2288422305002,5
13,209.22222222222223,226.48330461211845,5
14,211.77777777777777,224.8637506666879,5
15,214.33333333333331,223.3610214953942,5
16,216.88888888888889,221.96635612653893,5
17,219.44444444444446,220.6709935884238,5
18,222.0,219.46617290935058,5
19,224.55555555555554,218.34313311762088,5
20,227.11111111111111,217.29311324153636,5
21,229.66666666666666,216.30735230939877,5
22,232.22222222222223,215.37708934950973,5
23,234.77777777777777,214.49356339017095,5
24,237.33333333333331,213.64801345968408,5
25,239.88888888888889,212.83167858635082,5
26,242.44444444444446,212.03745285403218,5
27,245.0,211.26485056882626,5
28,247.55555555555554,210.5150410923905,5
29,250.1111111111111,209.78919378638233,5
30,252.66666666666666,209.08847801245912,5
31,255.22222222222223,208.41406313227844,5
32,257.77777777777777,207.76711850749757,5
33,260.3333333333333,207.14881349977404,5
34,262.8888888888889,206.56031747076528,5
35,265.44444444444446,206.00279978212865,5
36,268.0,205.47742979552163,5
37,270.55555555555554,204.98537687260168,5
38,273.1111111111111,204.52781037502615,5
39,275.66666666666663,204.10589966445252,5
40,278.22222222222223,203.7208141025382,5
41,280.77777777777777,203.37372305094067,5
42,283.3333333333333,203.06579587131733,5
43,285.8888888888889,202.79820192532554,5
44,288.44444444444446,202.57211057462288,5
45,291.0,202.38869118086666,5
46,293.55555555555554,202.24911310571434,5
47,296.1111111111111,202.15454571082336,5
48,298.66666666666663,202.10615835785114,5
49,301.22222222222223,202.10512040845515,5
50,303.77777777777777,202.15260122429277,5
51,306.3333333333333,202.2494815172335,5
52,308.8888888888889,202.3954873999951,5
53,311.44444444444446,202.59005633550726,5
54,314.0,202.83262578669982,5
55,316.55555555555554,203.1226332165025,5
56,319.1111111111111,203.45951608784515,5
57,321.66666666666663,203.84271186365743,5
58,324.2222222222222,204.2716580068692,5
59,326.77777777777777,204.74579198041022,5
60,329.3333333333333,205.2645512472102,5
61,331.8888888888889,205.82737327019896,5
62,334.44444444444446,206.43369551230626,5
63,337.0,207.08295543646193,5
64,339.55555555555554,207.77459050559563,5
65,342.1111111111111,208.5080381826372,5
66,344.66666666666663,209.2827359305164,5
67,347.2222222222222,210.098121212163,5
68,349.77777777777777,210.95363149050678,5
69,352.3333333333333,211.8487042284775,5
70,354.8888888888889,212.78277688900494,5
71,357.44444444444446,213.75528693501886,5
72,360.0,214.76567182944902,5
73,362.55555555555554,215.8133690352252,5
74,365.1111111111111,216.89781601527721,5
75,367.66666666666663,218.0184502325348,5
76,370.2222222222222,219.17470914992768,5
77,372.77777777777777,220.36603023038572,5
78,375.3333333333333,221.59185093683863,5
79,377.8888888888889,222.85160873221622,5
80,380.44444444444446,224.14474107944818,5
81,383.0,225.47068544146435,5
82,385.55555555555554,226.8288792811945,5
83,388.1111111111111,228.2187600615684,5
84,390.66666666666663,229.63976524551578,5
85,393.2222222222222,231.09133229596648,5
86,395.77777777777777,232.57289867585024,5
87,398.3333333333333,234.0839018480968,5
88,400.88888888888886,235.62377927563594,5
89,403.44444444444446,237.19196842139752,5
90,406.0,238.78790674831117,5
91,408.55555555555554,240.41103171930672,5
92,411.1111111111111,242.06078079731395,5
93,413.66666666666663,243.73659144526266,5
94,416.2222222222222,245.43790112608258,5
95,418.77777777777777,247.16414730270353,5
96,421.3333333333333,248.91476743805518,5
97,423.88888888888886,250.68919899506744,5
98,426.44444444444446,252.48687943666997,5
99,429.0,254.3072462257926,5
0,176.0,264.75297632162284,6
1,178.55555555555554,260.43122285043887,6
2,181.11111111111111,256.38760084553667,6
3,183.66666666666669,252.6100329539541,6
4,186.22222222222223,249.08644182272914,6
5,188.77777777777777,245.80475009889977,6
6,191.33333333333331,242.75288042950388,6
7,193.88888888888889,239.91875546157945,6
8,196.44444444444446,237.29029784216453,6
9,199.0,234.8554302182969,6
10,201.55555555555554,232.60207523701465,6
11,204.11111111111111,230.5181555453557,6
12,206.66666666666666,228.591593790358,6
13,209.22222222222223,226.81031261905946,6
14,211.77777777777777,225.16265613370027,6
15,214.33333333333331,223.6386542573289,6
16,216.88888888888889,222.22875836819634,6
17,219.44444444444446,220.92341984455322,6
18,222.0,219.7130900646504,6
19,224.55555555555554,218.58822040673863,6
20,227.11111111111111,217.53926224906866,6
21,229.66666666666666,216.55666696989135,6
22,232.22222222222223,215.63088594745744,6
23,234.77777777777777,214.7523705600177,6
24,237.33333333333331,213.91157218582293,6
25,239.88888888888889,213.09894220312384,6
26,242.44444444444446,212.3067363240985,6
27,245.0,211.5344275966333,6
28,247.55555555555554,210.78329340254197,6
29,250.1111111111111,210.05461112363813,6
30,252.66666666666666,209.34965814173546,6
31,255.22222222222223,208.66971183864771,6
32,257.77777777777777,208.0160495961884,6
33,260.3333333333333,207.3899487961713,6
34,262.8888888888889,206.79268682041004,6
35,265.44444444444446,206.22554105071825,6
36,268.0,205.68978886890966,6
37,270.55555555555554,205.18670765679792,6
38,273.1111111111111,204.71757479619663,6
39,275.66666666666663,204.28366766891958,6
40,278.22222222222223,203.88626365678033,6
41,280.77777777777777,203.5266401415925,6
42,283.3333333333333,203.20607450516994,6
43,285.8888888888889,202.92584412932615,6
44,288.44444444444446,202.68722639587486,6
45,291.0,202.4914986866297,6
46,293.55555555555554,202.3399383834044,6
47,296.1111111111111,202.2338228680125,6
48,298.66666666666663,202.17442952226781,6
49,301.22222222222223,202.16303572798398,6
50,303.77777777777777,202.20091886697452,6
51,306.3333333333333,202.28904294741335,6
52,308.8888888888889,202.42711848291407,6
53,311.44444444444446,202.61454261345062,6
54,314.0,202.8507124789968,6
55,316.55555555555554,203.13502521952648,6
56,319.1111111111111,203.4668779750134,6
57,321.66666666666663,203.8456678854315,6
58,324.2222222222222,204.27079209075453,6
59,326.77777777777777,204.7416477309564,6
60,329.3333333333333,205.25763194601086,6
61,331.8888888888889,205.8181418758918,6
62,334.44444444444446,206.422574660573,6
63,337.0,207.07032744002834,6
64,339.55555555555554,207.7607973542316,6
65,342.1111111111111,208.49338154315666,6
66,344.66666666666663,209.26747714677737,6
67,347.2222222222222,210.0824813050675,6
68,349.77777777777777,210.9377911580009,6
69,352.3333333333333,211.8328038455514,6
70,354.8888888888889,212.76691650769288,6
71,357.44444444444446,213.7395262843991,6
72,360.0,214.75003031564387,6
73,362.55555555555554,215.79782574140114,6
74,365.1111111111111,216.88230970164466,6
75,367.66666666666663,218.0028793363483,6
76,370.2222222222222,219.15893178548583,6
77,372.77777777777777,220.34986418903114,6
78,375.3333333333333,221.57507368695804,6
79,377.8888888888889,222.8339574192404,6
80,380.44444444444446,224.12591252585193,6
81,383.0,225.45033614676657,6
82,385.55555555555554,226.80662542195816,6
83,388.1111111111111,228.19417749140044,6
84,390.66666666666663,229.61238949506733,6
85,393.2222222222222,231.06065857293262,6
86,395.77777777777777,232.53838186497023,6
87,398.3333333333333,234.04495651115383,6
88,400.88888888888886,235.57977965145733,6
89,403.44444444444446,237.14224842585463,6
90,406.0,238.73175997431946,6
91,408.55555555555554,240.34771143682565,6
92,411.1111111111111,241.9894999533471,6
93,413.66666666666663,243.65652266385763,6
94,416.2222222222222,245.348176708331,6
95,418.77777777777777,247.0638592267412,6
96,421.3333333333333,248.80296735906185,6
97,423.88888888888886,250.56489824526693,6
98,426.44444444444446,252.34904902533026,6
99,429.0,254.1548168392256,6
0,178.0,262.0201209267807,7
1,180.5858585858586,257.9240582856421,7
2,183.17171717171718,254.08614948601223,7
3,185.75757575757575,250.49532492647614,7
4,188.34343434343435,247.14051500561845,7
5,190.92929292929293,244.01065012202403,7
6,193.5151515151515,241.09466067427775,7
7,196.1010101010101,238.38147706096433,7
8,198.6868686868687,235.8600296806687,7
9,201.27272727272728,233.51924893197562,7
10,203.85858585858585,231.34806521346997,7
